,index,assessment,tags,text,trend_id_res0,trend_id_res1,trend_id_res2,trend_id_res3,trend_id_res4,trend_id_res5,trend_id_res6,trend_id_res7,trend_id_res8,trend_id_res9,trend_id_res10,trend_id_res11,trend_id_res12,trend_id_res13,trend_id_res14,trend_id_res15,trend_id_res16,trend_id_res17,trend_id_res18,trend_id_res19,trend_id_res20,trend_id_res21,trend_id_res22,trend_id_res23,trend_id_res24,trend_id_res25,trend_id_res26,trend_id_res27,trend_id_res28,trend_id_res29,trend_id_res30,trend_id_res31,trend_id_res32,trend_id_res33,trend_id_res34,trend_id_res35,trend_id_res36,trend_id_res37,trend_id_res38,trend_id_res39,trend_id_res40,trend_id_res41,trend_id_res42,trend_id_res43,trend_id_res44,trend_id_res45,trend_id_res46,trend_id_res47,trend_id_res48,trend_id_res49
5635,18984,6.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS}",норм,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5636,25965,6.0,"{PRODUCTS_QUALITY,PRICE,PROMOTIONS,PAYMENT,ASSORTMENT}","Очень нравится быстрая доставка, но пару раз были испорченные продукты, плесневый хлеб привозили раза [NUM]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5637,20920,4.0,"{ASSORTMENT,PRICE,DELIVERY}","Не совсем большой ассортимент полезных продуктов, не содержащих сахар. Курьеры долгие.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5640,13803,0.0,"{DELIVERY,SUPPORT}","Нет смысла освещать проблему с долгой доставкой товара и отсутствием оперативного решения вопроса в поддержке. По-скольку проходят недели и месяца, а вы закрываете на это глаза.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5641,24422,6.0,"{PAYMENT,PRODUCTS_QUALITY,ASSORTMENT}",Иногда товары не свежие приходят,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5642,12600,4.0,"{PRICE,PROMOTIONS}","Очень вкусная продукция собственного производства. А цены на обычные продукты высокие. Если нужно взять что-то не из вашей фирменной продукции, всегда пользуюсь другими доставками. Доставка очень быстрая, хорошие, вежливые курьеры.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5644,4703,1.0,"{SUPPORT,DELIVERY,ASSORTMENT}","Невозможно долгая доставка, хотя заявляются [NUM] минут. Не можете доставить за [NUM] минут - не пишите об этом на главном экране. То же касается и поддержки - отвечают раз в пару часов.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5647,714,4.0,"{DELIVERY,ASSORTMENT,PRODUCTS_QUALITY}","Доставки в последнее время стали дольше заявленных в несколько раз. Прямо сейчас жду доставку, срок по которой был [NUM] минут. По факту уже прошло пол часа",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5648,694,3.0,"{ASSORTMENT,PRICE,PROMOTIONS,PAYMENT,DELIVERY,SUPPORT}","Начали дольше доставлять,в поддержке хочется не с роботом ,а с настоящим оператором общаться,и цены слишком дорого ставите✨",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5649,26092,6.0,"{PRODUCTS_QUALITY,PROMOTIONS,PRICE}",рыба вся гнилая какая то сколько не заказывал,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5651,23886,3.0,{DELIVERY},Обещают привезти быстро а везут долго,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5653,26427,4.0,{PRODUCTS_QUALITY},"Понимаю, что с этим сложно, но хочется готовую еду кушать сегодняшнего дня, а не вчерашнего и позавчерашнего.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5654,22151,6.0,"{CATALOG_NAVIGATION,PAYMENT,DELIVERY}","Думаю что у вас хороший сервис доставки, но есть проблемы со свежестью продуктов, а так же работой товароведов",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5655,26761,6.0,{PROMOTIONS},"Прислали промокод, а он не работает!!!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5657,8264,6.0,"{ASSORTMENT,PRODUCTS_QUALITY,PROMOTIONS}",Овощи и фрукты бывают не свежими,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5660,24996,6.0,"{PRICE,PROMOTIONS,ASSORTMENT,PRODUCTS_QUALITY}",Всегда выручаете,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5661,24203,4.0,{DELIVERY},Хочется быстрее доставку,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5671,20902,0.0,"{ASSORTMENT,PRICE,DELIVERY}",Ничего хорошего,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5673,4758,3.0,"{ASSORTMENT,PRODUCTS_QUALITY,PROMOTIONS,PRICE,DELIVERY}","Долгая доставка в некоторые районы, бывает что заказываешь овощи или фрукты они уже испорчены, молоко от самокат часто бывает испорченным, хотя по срокам все нормально",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5674,26561,6.0,"{PROMOTIONS,ASSORTMENT}",Неплохо,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5677,8909,6.0,"{ASSORTMENT,PRICE,PROMOTIONS,CATALOG_NAVIGATION}",хз,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5678,3897,6.0,"{SUPPORT,DELIVERY}","Хотелось бы узнавать реальное время доставки, а не «[NUM]минут» а по факту [NUM] минут, больше информации=)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5680,21248,6.0,"{ASSORTMENT,PRICE,PROMOTIONS}","Выбор один и тот же практически всегда, хочется разнообразия. Побольше устраивать акции и скидки.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5682,24370,6.0,"{PAYMENT,DELIVERY,CATALOG_NAVIGATION}",Ограничение на минимальный заказ 🤮🤮,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5684,20497,0.0,{DELIVERY},Почему так долго вы всегда доставляете??,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5686,3858,3.0,"{DELIVERY,SUPPORT}","Я сыграла в игру Словарик, потратила время на получение промокода, оказывается просокод можно использоваьть только на первый заказ. Это нужно писать вначале игры, что бы я не тратила время на некомпетентную поддержку, выясняя почему промокод не работает",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5687,22744,6.0,"{DELIVERY,PROMOTIONS}","Все у вас хорошо, кроме ДОСТАВКИ!!!!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5690,833,0.0,"{PRODUCTS_QUALITY,DELIVERY,SUPPORT}",Не очень сервис особенно доставка и особенно когда в доставке работают грязные представители южных стран весь аппетит отбивает,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5693,16033,2.0,"{PRODUCTS_QUALITY,ASSORTMENT,DELIVERY,SUPPORT}","ужасное качество фруктов, вечно привозят гнилые. Курьеры отмечают о доставке до того, как доставят. Ассортимент маленький и уже приелся.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5694,24238,6.0,{DELIVERY},"Все не плохо, но с доставкой беда . Время доставки указано одно по факту дольше . Проблемы с [NUM] года начались",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5696,6496,3.0,{DELIVERY},Очень долгая доставка каждый раз в районе [NUM]-[NUM] минут,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5697,7392,6.0,"{PRICE,ASSORTMENT,PRODUCTS_QUALITY,PROMOTIONS}","хочется больше домашней готовой еды и выпечки, а то [NUM]% меню это странная хипстерская еда по завышенным ценам… да и в принципе цены оставляют желать лучшего. а так дизайн приложения, подборки, рецепты, доставка, – всё это на высшем уровне",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5699,14068,2.0,"{DELIVERY,PROMOTIONS,PRICE}","раньше минимальная цена заказа не расценивалась нагрузкой курьеров и высоким спросом. это огромный минус. также доставка раньше была ровно через [NUM] минут, сейчас приходится ждать намного больше..)",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5700,442,2.0,"{DELIVERY,SUPPORT}","Нет возможности связаться с курьером, я перезвонила курьеру через [NUM] минуты, а он уже отменил заказ и дистанционная поддержка не смогла ничем помочь. Приходится перезаказывать и ждать снова [NUM]минут",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5701,13369,4.0,"{DELIVERY,SUPPORT}","поддержка ужасная, задержки по заказам отвратительные - это никак не компенсируется",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5702,12601,0.0,"{DELIVERY,SUPPORT,PRICE,PRODUCTS_QUALITY}",Долго,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5703,8170,2.0,"{DELIVERY,PAYMENT}",ну норм но можно и лучше,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5704,13941,3.0,"{ASSORTMENT,PROMOTIONS,DELIVERY}","Очень частые задержки, доставка не укладывается в указанное время",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5705,7220,4.0,"{ASSORTMENT,DELIVERY,PRICE}","Часто бывает, что при заказе указываете одно время доставки,а доставляют позже.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5706,13246,0.0,{DELIVERY},очень долго,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5709,20994,0.0,"{ASSORTMENT,PRICE,PROMOTIONS,CATALOG_NAVIGATION,PAYMENT,DELIVERY,SUPPORT,PRODUCTS_QUALITY}",Все плохо,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5712,1498,3.0,"{DELIVERY,SUPPORT}","Время доставки значительно увеличилось! В рекламе заявлено [NUM] минут, в приложении [NUM] минут, уж не знаю на какое именно время вообще ориентироваться, если везде разная информация, а точнее, дезинформация,т.к даже за [NUM] не доставляют!!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5714,24319,6.0,{DELIVERY},Раньше было быстрее ),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5716,22295,2.0,"{DELIVERY,ASSORTMENT}",Доставка постоянно задерживается,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5717,12734,6.0,"{PRICE,PROMOTIONS}",Высокие цены,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5722,9565,1.0,"{ASSORTMENT,DELIVERY}","Заказываю самокат очень часто, в последнее время не разу не получил заказ меньше чем через полчаса",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5723,145,6.0,"{ASSORTMENT,PROMOTIONS,DELIVERY,SUPPORT}",В последнее время стали периодически появляться проблемы с временем доставки. Ассортимент хотелось бы шире.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5725,23475,0.0,{DELIVERY},Долго везут и высокие цены,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5726,21503,0.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS,CATALOG_NAVIGATION,PAYMENT,DELIVERY,SUPPORT}",Сомнительная конторка,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5727,22865,3.0,"{DELIVERY,SUPPORT,PRODUCTS_QUALITY}","Очень часто курьеры задерживаются, могут нахамить, поддержка отвечает в течении [NUM] часов",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5728,23006,0.0,"{DELIVERY,SUPPORT}","Это безобразие,заказали товары, ждали писало что курьер приедет через [NUM] минуту! Специально спустились, так курьер взял и просто отменил заказ, не позвонив, хотя я указала что это общежитие и требуется позвонить, и он даже не зашёл в здание, открытые двери",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5732,24683,2.0,"{PRICE,CATALOG_NAVIGATION,ASSORTMENT}",Очень сильно не по душе ограничения по сумме заказа для доставки,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5733,25757,3.0,"{PRODUCTS_QUALITY,DELIVERY,SUPPORT}","Иногда приходится ждать заказ по часу, поддержка работает очень медленно и на отвали",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5736,6900,3.0,"{PRICE,PROMOTIONS,SUPPORT}",Минималку и цены уменьшить,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5737,22994,0.0,"{DELIVERY,SUPPORT}",Курьеры не читают комментарии! Заказы привозят не вовремя! Идиотский сервис! Не рекомендую,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5738,26781,0.0,"{SUPPORT,CATALOG_NAVIGATION,PROMOTIONS,PRODUCTS_QUALITY,ASSORTMENT}",А,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5739,6068,6.0,{DELIVERY},"Все хорошо , быстро , но бывает заказываешь горячим и привозят холодным",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5743,14424,1.0,{DELIVERY},"В обозначенное время не доставляют , приезжает доставка с задержкой",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5744,1920,2.0,"{DELIVERY,PRICE,PROMOTIONS}","Очень долгая доставка и слишком «высокая» минимальная цена заказа, вы так растеряете всех клиентов!",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5747,24597,3.0,"{PRICE,ASSORTMENT,SUPPORT}","цены высокие, опустите цены за продукты и клиентов будет больше. поддержка -одним словом дебилы, в тот раз везли заказ [NUM] одну минуту, так оператор тупо молчал",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5749,16661,2.0,"{PRODUCTS_QUALITY,PROMOTIONS,PRICE,ASSORTMENT}","Из больших минусов, то что привозят несвежий товар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5750,22284,0.0,"{DELIVERY,ASSORTMENT}","Всегда очень долгая доставка. Яндекс доставляет за [NUM] минут максимум, хоть и доставка платная. Но лучше платная доставка с высоким уровнем доставки. Поэтому редко заказываю теперь в самокате. Сервис очень сильно испорчен(",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5752,23949,3.0,{DELIVERY},"Не заставляйте курьеров спрашивать номер заказа, а покупателей возвращаться за телефоном, дабы этот номер найти",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5755,5794,3.0,{DELIVERY},Работают только нерусские! Позор!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5756,23665,1.0,{DELIVERY},Никогда не доставляете заказ во время .,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5761,26527,6.0,{PRODUCTS_QUALITY},"Всегда пользовалась вашим сервисом в разных адресах, никогда не было вопросов пока не стала заказывать с точки героев панфиловцев. Продукты через раз! с плесенью, мятые, с гнильцой...очень неприятно с учётом того, что на других адреса такого нет.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5762,7417,6.0,"{PAYMENT,DELIVERY,SUPPORT}","Больше ассортимента, лаваш,тортилья, фрукты, биота, молочные какие то продукты, а так неплохо👍🏻👍🏻👍🏻",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5765,687,6.0,"{ASSORTMENT,DELIVERY,CATALOG_NAVIGATION}","Малый и слишком варьирующийся выбор энергетиков (редбулл точно отсутствует, берн когда то был, но сейчас не вижу). Баги с поисковой строкой и девайсами с управлением жестами. И в районе, в котором я сейчас, [NUM]% времени сумма заказа от [NUM].",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5770,22621,0.0,"{DELIVERY,PRODUCTS_QUALITY,PRICE}",Ужасно все!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5771,22926,0.0,"{DELIVERY,SUPPORT}","То несут долго, то быстро приносят, но половины заказа не доносят",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5773,12881,6.0,"{DELIVERY,PRODUCTS_QUALITY}","энергетические напитки по закону продаются без паспорта, но некоторые доставщики требуют паспорт, и отменяют заказ. рассмотрите это",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5778,24428,3.0,"{PAYMENT,PROMOTIONS,PRICE}",Не нравится минимальные стоимости заказов,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5779,428,4.0,"{DELIVERY,SUPPORT,CATALOG_NAVIGATION}","[NUM] раза уже подвели, пишется, что доставка [NUM] минут, а в итоге она от [NUM],[NUM] часов. [NUM] раз попала на сбой в приложении, это я понимаю, а [NUM]-ой - просто много заказов. Тогда не нужно их брать, если сил не хватает или предупреждать, что ожидание увеличино",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5782,24509,6.0,"{PRICE,ASSORTMENT,DELIVERY,PROMOTIONS}",побольше ассортимента и будет огонь!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5783,15533,6.0,"{PRICE,PRODUCTS_QUALITY,PROMOTIONS,ASSORTMENT,DELIVERY}","долгая доставка. часто испорченные продукты с испорченным сроком годности, гнилые овощи/фрукты, следите за качеством того, что продаете! Если появится альтернатива с качеством и быстротой, думаю многие клиенты уйдут от вас к конкурентам, из-за «дыр»работ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5785,669,3.0,"{ASSORTMENT,PRODUCTS_QUALITY,PROMOTIONS}",Блюда не всегда свежие,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5786,20573,2.0,{DELIVERY},"Постоянно не успеваете доставить вовремя. Увеличиваете минимальную сумму для доставки, пишите, что доставите за [NUM] минут, а по факту время доставки увеличивается.",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
