index,target
24978,12
15291,8 10
13290,
8954,0 2
21495,19
298,12
6020,20
11147,3 30
26696,8 10
445,12 27
25814,2
22183,19
8243,1
21988,18
1183,0 12 28
26574,19
26043,18
14514,2
24343,2 4
12512,
7068,
17666,2 3
24450,
24626,27
7490,0 12
26914,27 30
20799,4 5
17261,12 28
364,48
26645,8 10
4940,30
17863,0 12 37
11448,1
19372,0 2
15851,0 12
7017,0 8 12
407,
13303,30
24800,3
17730,48
25820,19
23023,3 4
1511,21
26654,
15951,12
26200,11
23417,2 16
22438,0 8
20664,28
26867,4
9323,0 4
7045,0 16
7461,12
19392,19
18574,0 48
24342,16
12398,1 8 10
7019,12
21240,28
25327,12
21978,18
19219,12 27 28
5871,12 27 28
25822,27 37
26316,0 40
23212,16 33
16855,27
25491,0
22779,1 3
25220,1
21518,20
26480,27
23322,2
25924,
23394,4 30
20830,16 38
172,27
19697,12
8985,16
9963,
19152,2
24153,5
23166,1
4234,3
17778,0
23784,1
1822,28
5973,0 11
24943,12
5344,0 2 4
24018,4
23512,0
12623,8 10
22094,28
15876,7
6753,1
17295,0 30
22792,19
6848,
17234,0 12 36
26976,18
11693,3 30
25227,12
1744,
8805,12 28 36
26283,14
22244,28
24169,0 2
14768,29
17499,1
21863,48
21885,27
22067,28
1693,15 31
5720,2 12 28
565,2 4 28
25414,12
21404,15
24974,27
9818,23
26464,
17736,0 2 30
24851,1
5682,0
6741,
5394,
21940,28
26935,
12101,3 12 27
9955,23
26495,27
19040,19 20
2029,2 36
13621,0 2
7923,28
21625,15
24757,0 2
7561,8
742,30
3027,19
23116,2
15782,3 30
18208,12
12383,14 16 27
24817,
4976,1 27
7712,28
23735,1
21816,2
21867,18
26887,19
7830,2
20071,20
24513,
26507,27
6624,2 3
20954,20
21397,27
26809,3 30
1518,0
26,14 27 30
11529,19 20
6521,2
5878,12
4196,0
10799,0
3922,27 28
17897,20
18451,0 12
15746,
7868,18
21548,
18324,20
13061,7
7120,0
2049,0 35
8486,12
26664,1
2714,18
13982,
25067,10
4217,2 3
9855,8
6014,2
24047,1
18543,
4815,21
20347,19
7250,0 2
21944,28 29 36
24269,20
3615,
25122,12
1561,14
25216,
14116,14
4440,11 15
9173,12
14152,1
14102,1
12222,19
4255,16 33
22044,28
6322,1
786,1 36
26003,30
24081,1
13452,1 12
23378,0 38
6139,0 2 27
22854,0 27
14975,12
311,15 27
17948,3 30
26851,30 33
3853,30
26578,18
580,12
3890,0
11632,0 2
17484,30
18149,12 28
18298,23
25503,8 12
19386,2 4 5
10950,2 36
26949,21
4872,12 19
4950,
21144,10
22808,12 42
21354,28
22717,5 16
26462,27
26690,0
3495,19
22933,2 8
24624,12
5603,0 1
24907,20
2216,2 30 37
22606,1 36
10749,0 2
22234,1 2
4900,12
25269,1
11209,28
25091,19
15757,1 35
21659,27
9530,2
2742,12
25543,12
9233,2
21911,28
22804,8 10
24813,4 35
25864,27 28
7126,0 11 15
14071,1 2 12 28
8683,27
25890,27 40
155,27
4997,2 4 5
24866,1 8
15344,19
782,0 2 3
2448,0 27
3198,0 12 36
24386,0 11
6381,12 28 48
4185,3 27
16765,2 4
11951,1 11
14046,14 15 27
24028,1 2
22255,
23808,16
21762,27
20242,12 23 30
22750,14 27
22595,12 33
6870,1 12 36
25201,27
12137,2 6
20801,0
22268,0
23204,2 30
24505,
3097,2
22697,0
26285,19
25869,27 30
13034,18
9095,12 27
26371,27
9181,2 3
26430,27
458,1
1703,0
1205,0 3
14013,2
7800,21
25441,19
26433,11 30
23337,3
25587,12 28
15200,12
20642,
9112,3 12
25461,8 10
5719,27
20988,1 12 36
21716,
23088,3 30
12376,3 28
23271,2
15386,
22057,28
1981,5 28
6379,28
7627,0
22521,0 2
20714,0
6724,23 28 36
21894,18
20850,28 48
25600,28
23962,
12704,18
26686,12
3492,1
22748,8
25509,
17244,20
10173,3 37
16470,
26120,
2903,1
20749,
26747,0 4
19787,5
21090,19
19099,27
4547,8 12 28
18183,12
5819,2 30
20956,12 48
1267,10 28
23660,1 3
26383,27
9987,19
22442,12
23266,1
2018,8 10
868,0 28
21247,28
12414,1 8
22786,30 36
8014,12 36
20800,
19836,0
23260,0 2
6161,2 8
21063,12 28
10890,
20652,28
536,
23360,0 35
496,12 43
26406,
23477,0
25905,2
22955,19
22387,0 35 47
22213,12
17900,30
14330,8
24880,18
65,0
18712,0 2 30 37
19564,2
22764,1 28
3856,19
25184,3 12
1385,3 12 30
18490,0 3
20947,0 1
25179,1
26594,2
17700,28
22974,0 30
11491,1
12893,30
25884,27
13273,2
17837,8
21037,20
5427,30
26103,1 27
9897,28
3241,
26657,
21942,19
14063,
20903,20
25718,12 15
6010,27 28
10109,3
108,21
1250,2 36
503,12
23701,2
21369,0
636,12
17672,21
5522,18
14512,16
24863,8
22921,21
11798,38
26398,27
25440,20
17918,28
10450,19
26256,27
15903,23
5232,28
25501,12
20161,21
22565,1
20527,2
26806,18
25209,12
26883,7
21128,18
20966,12
23731,0 2
20690,27
64,0 48
23649,2
17638,1 36
24328,2
22605,27
20678,29
8963,3 27
4862,28 36
8996,28
23526,3
7449,8
22008,20
25812,
25029,18
9801,2 15
23764,0
4457,
21897,28
23408,14
22127,28 42
20785,0 2 28 36
4009,0
5703,2
26269,27
25981,18
13357,0 2
21805,1 2
25084,0
22855,3 15
20447,16
19402,1 28
13956,0 36
25947,1 3
20620,0 2
223,19
21606,39
22169,11
278,0
20144,16
5546,12 27
26635,2
26192,27 40
18058,19
19361,
4478,0
23758,1
23833,30
22065,18
14069,
18087,2 8
554,0
20861,19
3837,3 30 36
127,12 27
23906,2
16183,2
26846,38
1350,21
4306,2
21849,18
346,12 27 28
16412,19
26332,27
7650,12
19069,3 4
2808,12 43
20909,21
92,1 28
26186,27
26932,30
2687,18
5906,39
2057,
22289,2 3
15257,
14832,2 12 36
4160,3
12891,2 12
22807,37
24720,0 1 12 27
21258,28
25791,27
919,0
13398,19
20088,4
17211,0
3429,0 2
4158,0 2 36
21678,12 28
14436,0
21644,27
1532,30
517,30
9704,3
6655,15
26417,27
385,15
10150,2 4
20503,2
20640,28 43
6372,19
10742,19
3430,0
3682,19
13119,12 28 36
25935,
7680,42
22236,20
26107,20
25527,12
19922,2 4
26188,14
755,2 14 27
22929,30
5816,12
20839,8 10
8515,0 2
2156,
25825,0 3
2577,18
1355,12
1814,0 16
12407,28
25568,14
22896,19 21
20655,42
21158,28 36
9889,1 8 10
13279,21 36
22469,0
20713,0 14
25784,2 11
22117,28
2624,28
21740,20
22017,28
15680,2
27010,29
26738,23
22211,
20674,29
18108,20
26515,27 40
26504,19
20431,1 36
4117,15
26528,15 43
1284,0
2496,0
25139,12
25827,33
9063,
19295,0 2
16622,18
705,12 28
17300,2
7460,1
26250,11 15
22798,19
20937,4 5
23884,16
574,27
495,0 5
25747,0
5944,28 29
26545,8 10
26064,27 40
6029,0
20666,28
20989,
24489,
18764,27
22292,0
6399,0
23169,
9753,2 4 12
26081,2
2666,30
5200,3 27
19517,19
6771,0
20572,0
25321,8
14964,8 10
20420,0
17831,0 2 8 12 36
230,0 36
3150,31
17340,1
22455,12 28 36 43
25559,12 27
22302,2 4
6135,
22175,39
24580,12
25655,27
25465,
21241,28 36
22822,0 15
25962,15
3426,0 12
25325,20
23882,1
7196,4 5
23754,3
6528,1 48
2824,0
18702,0 11
10118,2
11877,19
12090,1 2
24099,2
18480,1 12
18929,19
6750,2
12781,0
23041,3
15722,2 12
9972,2
25128,2
22943,0 2
20284,28
4178,0 8 10
8901,19
639,0
4685,0 2
22770,30
26005,27 30
7286,2 30
22648,27
10661,1
21235,18
25843,8 27
18023,
9592,19
1800,
20522,2
21256,0 28 30 36
5155,19
22450,16 36
23529,1 2
22223,0
7590,19
13014,1 27
19360,16 30 33
7946,1
24472,48
14215,0 35
20223,2 3
24604,20
22181,42
5721,0 27
1658,19 20
20999,12 43
2792,2
16538,19
20085,12 28 43 47
9109,14
4639,10
4617,3 30
23184,30
24809,3
20673,28
7268,28
15507,0 4 30
12239,2 3
2477,
21222,19
451,12 36
27001,28
24579,12
24383,0 27
20846,18
6028,10
10867,4 5
15791,19
23460,0
20648,18
2940,30
4974,0
598,30
13870,0 2
13422,2
4990,2 12 36
11732,11
8537,20
23681,14
21770,27 28
18212,21
18834,1 3
14958,19
22026,28
21565,0 12 28
24965,12 27
26293,27
5605,20
5126,12
20775,0 28 36
23663,0
2166,
1478,27
19530,0 27
8506,2 4
18428,12 28 43
13143,20
12426,3 37
20637,28
20538,0
5531,2 12 28
701,1
12357,40
5398,0 36
2255,0 2
15101,2 3
1113,1
1075,1 3
8583,1 28
17026,2 12 27
15925,16
21562,21
24254,0
19349,2 3 4
5479,27
23140,38
13891,1 30
25167,
17539,2 4
654,36
23611,19
6257,20
21751,27 28
12354,0
11216,30
5743,0 30
23654,
8231,0 28
20962,0 27
5968,3 27
10636,19
1566,27
9003,2 3
24534,18
4315,2 8 12
17393,27 40
24158,0
1602,3 30
26039,27 40
19105,2
2547,8 10
5902,12 28
23086,0 2 4
10258,3
10002,1
22297,30 38
16694,12
13425,8 10 12
390,7
76,2
20507,
24245,20
3199,20
20976,28
14758,12 28
20840,28
16107,27
6270,12 30
21175,12 28
20412,0
26272,11
17513,12 23 43
741,3
5455,8 30
24502,12 28
24471,26
11322,12
21879,12
26589,3 27 30
523,12
22081,28 36
15844,27
26974,2
20411,1
6559,27
17906,28
25374,18
22461,2
16151,2 3 4 30 37
16695,30
3582,2 12 28
23269,0
7426,20
21283,29
4239,2
10571,16
20877,28 29 47
25976,14 27
25616,27 28
20436,0 2
869,19
1128,18
11197,1
25995,
4570,28
16459,28 48
17525,23 28
21670,27
23120,16 38
20761,0
24549,27 28
14748,47
21485,19
25609,27
23966,36
24084,2
23813,27
17282,27 40
22993,16
24168,1 2
25686,
15026,
11725,3
26375,11
13082,8 12 36
4575,2 27
1686,0
24058,2 3 4
24438,30
11913,1
23398,
3827,21
19598,
26170,27
8678,19
20470,2
3658,0
25061,
18245,19
6296,0 8 12
25550,31
24878,0 12 30
24586,19
11090,
21115,28
25889,11
22404,2
2798,2 16
17093,19 20
26461,
20698,20
8362,0
21412,2 48
26221,40
251,2 3 30
21219,
22554,0
11008,2 3
6737,0 12 36
18789,0
363,3 27
14507,29
26347,27
7162,12
26459,27 40
19938,21
25906,0 12 27
140,19
4631,
16813,16
12861,18 19
23458,0 2
7112,20
5357,16
10800,0 2 28 36
20037,1 27
20372,48
22018,28 29
22285,0
24063,2
5654,2
3456,0 27
20076,19 20
25508,8
2387,3 27
24098,3
15227,3 20
8386,16
24301,0
22583,20
11583,2
20157,2 27
18395,16
22072,19
19832,1
1599,1
2328,15
24698,12 47
8552,30
14221,10 12
20851,0 12 27 43
3767,27
23178,
13759,2 4 30
9199,1 12 28
4149,2 27 28
23658,2
7512,12 27
10054,0 30
7160,19 20
25714,27
23117,30
24148,3
10563,14
2556,0
17946,30
24475,
5461,28
26391,27 40
20699,2
26875,30 45 48
5596,12 28
24560,0 12
24416,
21822,28
109,12
165,19
27028,0
23455,
228,7
18513,16
10116,19
20457,
1300,0 28
12050,2 4
22128,41 42
235,19
6009,1 30
10358,27
5005,2
26877,19
24888,10
1410,18
17105,1
21333,18
1929,
19198,20
4939,28
24147,0 2
23356,1
24352,1 36
19795,3
2120,2 27
25070,23 28
26395,27 40
24064,2
22145,0
25910,0
25925,0 12
17278,19 39
8261,3 16
6473,19
26532,27 40
9008,0
15536,19 20
26421,27
21743,28
17640,11
14671,8
26160,2 11
21245,20
618,12 28
24065,2 36
10215,
19344,2 3
18784,2 30
11985,1
26446,19 39
25343,8 10
22881,3 37
15073,3
16807,2 4
13840,0 2 12
24984,
19507,12
25934,27
23666,
26622,0
3597,3
10015,2 3
26782,
11970,14
24333,
22758,0
13136,18
19745,1
22775,2 28
22882,0 12
5725,3
20677,12 28
24049,0
4654,12
26998,19 20
9010,27 30
15634,
13251,20
25871,27
24631,12
7074,21
12642,11
22528,3 30
19409,14 27
26835,0 2
4577,1
7176,2 4
23627,1
10739,27
10052,28
24890,10
21163,12
23190,16
23810,1 2
18147,12 28
2368,30
3647,30
23626,1 35
22624,19 20
24336,1 35
21545,18
11596,16
26816,19
22981,0
500,1
2504,0 12
676,27
22015,28 29
26638,0
17313,28 30
272,0 28
2848,48
26423,27
22912,16 30 38
22323,0 15 28
23431,19
8727,2 4
5635,0
2918,0
25899,27
14815,18 19
671,1
26748,23 25
11,2
657,0
25670,18
21486,19
670,12 43
296,28
26510,27
2660,19
22060,28
26737,12
23192,2 4 30
12629,
4754,12 28 43
23646,2
10783,10
19567,30
16961,27 30
22640,19
24015,16 33
24482,
21100,18 19
659,
25958,0 27 30
13045,19
26485,28
5174,8
6248,8 10 28
9410,12
25922,1 27
16754,12
16542,0
18751,27
21126,28
22281,18
26964,19
21929,
288,0
17629,28
24573,19
16084,28
1733,27 28
24407,3 12
3393,2 3 4
26557,28
17468,2 12
14986,27
18795,15
24629,18
1214,1
10736,30
19880,0 16 33
22729,3 37
25157,0
10003,
6609,2 4
13076,12
13757,0
10198,
8455,12 28
26779,26
26678,27 43
186,14 27
164,2
24421,10
20630,19
23587,1
25546,36
12784,3
104,2
23113,27
24854,5 28 36
23622,4
26474,
10021,
25928,
21270,28
12924,1 42
26615,0
1850,10
12753,27
21647,19
17440,27 40
23148,2 3 29
25612,40
12061,2 27 30
2154,12
2975,2 36
10537,0
21906,
21303,12
8025,0 2
329,10
21202,12 28
9369,12 28
9991,28
8544,0
20860,28 30
277,20
22557,1 2
22068,28
22835,1 8 36
18209,27
18699,8 10
20911,0 2
16582,30
23726,0
18599,1
22773,2 3 30
22064,28
6501,30
22832,0 3 36
18591,0 12
18630,1
23769,0
21535,
21334,18
25511,20
22436,
23040,2 4 5
7766,28
27021,
5183,5 27
26499,27
20435,1
25739,2 15
24915,27 40
24304,0
9902,36
14594,2
9531,3 27
21264,12
26340,27
25448,12 28
18780,2 12
13931,27
4733,
22102,28
20946,0 30 35
16994,2
18986,3
26351,39
15235,16
26441,27
9129,18
5751,2 3
26154,27
8341,12 28
858,0
9550,14
24288,2 3 28
24623,
26213,27
23888,2
4214,12 27
3662,14
23528,0 2
21228,18
340,28
9505,1 2
10616,12
2598,20
23205,
8944,0 4 5 30
18192,3 12
9213,16
16795,27
6041,2 16
13843,19
6216,27 28
1330,19
10308,3 30
16928,18
3245,4 5
732,19
13342,16
16639,10
26321,27 40
10046,12
22243,16 28
18045,22
24119,2 4
24737,19
12124,12
20276,
8618,0
5798,2
17478,3 28 30 42
20938,12
9742,12 28
365,2
20822,19
22736,
24454,21
16219,19
26018,11 15
26808,3 12 37
18726,12
24401,10
17905,12
7516,40
15574,30 36
22700,12 15
23661,1
17523,12 27
21679,27
26927,
8193,12
23999,2
643,3 30
9148,1
22416,18
22420,27
26551,11 27 40
23549,38
20121,10 28
3512,16
25375,12
22644,1
24102,2
1587,1
16762,
21778,0 27
10363,12
26665,39
15674,0
8239,
25800,0 1 27
20783,1 8
16253,0
10244,
11616,0
26508,11
21325,28
22173,12
15518,0
8756,3
13024,8
5895,30
22678,1 36
19596,16 44
24948,0 23 37
14485,0
22633,
20234,19 20
7009,12
9020,
18158,11 30
3938,12 16
21663,27
5516,0 12
25037,8 10
13322,16
20934,12 36
25293,1 12
19882,16 30
11799,2
21117,30
56,3
26905,
20888,1 28
5647,12
24893,12
13359,18
21557,
15223,2 3
24062,0 2
8404,1
26754,18
23255,0
26720,12
26350,14 27
7816,0 27
22712,19
8501,30
23122,14
11355,1 2
26859,
8103,2 30
24108,
26989,30
123,0 12 42
21951,30
13256,2 33
25124,28
2279,0
12754,21
18006,
24364,19
16338,2
25214,
12154,6
14955,0 8 27
19900,19
22191,0 42
4953,0 12
1936,3 35
16275,0 27
21207,18
262,16 28
7167,30
4167,2 3 27
2467,28
22990,2 30
25891,27
23905,2
16752,12 14 43
23952,2
24219,3
23923,2
718,
23438,0 1
26290,27
23831,1 16
2406,0 16 30
4180,27 28
26924,0 30
24397,
24871,3
18447,48
7307,28
14866,39
13868,0 27
5116,12
8743,1
24493,19
19621,8 10
1172,2
8443,1 11
15011,16
25960,3
8091,1 27
8350,
23601,4 5
11936,
24848,4
14084,14
10527,21
5492,12
25520,20
556,2 12
22844,19
5986,27
5242,8 12
23806,0 2
166,21
24785,0 3 8
20665,28 47
16926,12 28
10780,12 28
12128,1 12
33,16
474,1
23760,16 38
116,0 16 33
24519,3 5
24515,10
3037,6
19825,16 19
6765,16
8923,11
6178,2
10763,1
8030,3
26093,11
17472,0 12 27 28
4425,3 28
15792,12
16728,0
22395,0 12
23692,1
15126,1
22038,28
24853,0
20277,
5847,1 36
5579,12
4060,12 29 36
25416,12
24200,0 3
26795,19
25351,18
12732,20
21195,12 28
15770,1 2
21306,
10824,0 3
8580,1 2
23554,2
161,
20153,
23226,16
21672,27
16206,12
26114,27
5035,30
24446,
7947,0 2
234,2
6888,1
20868,
17689,0 2
6105,0
12583,0 15
7607,12
24209,1
261,30
21456,12
26813,16
18482,12
23162,0 2 12 36
15628,2
21392,0 28
18868,0
1132,18
20762,0
23295,2
24609,12
24901,12
23524,0
24977,12 15
12345,23 28
21215,19
23534,21
7764,27
23766,1 36
22430,16
24322,1
13042,1 8
6387,
13218,20
17630,12
25937,27
9377,36
302,12
11860,0 30
18379,19
26671,12 28
26732,3 14 27
17658,14
10670,2 3 16 33
22576,2
1283,27 28 29
2830,8
25038,28
14464,2 3
25116,
7701,0 28
17224,1 27
23881,2
545,27
9903,0 2
22733,0 3
16746,20
25603,
25802,27
62,
23304,48
7667,1 30
23498,2 4
20343,2
25022,18
6054,28
23102,
9970,8
21552,28 30
5033,19
23814,7
13605,3
23035,0 2
24582,12
13765,8
26287,27
25169,1
7515,12 27 28
15388,4 5
8561,2
3951,0
22291,0
20540,3
24187,1
16170,16
4979,27
10718,2
25908,12 14
22838,0
8545,0
20923,0
13887,0
23733,2
9985,18
1170,48
4483,19
22762,30
18372,2
23908,0
10535,12
21948,19
5134,20
22231,6
19270,12 28
22755,
5958,8 10
21653,27
19336,0
17359,12 36
25382,45
8219,2 3
22403,0 2
1539,30
15542,11 30
25059,20
24029,1
2324,2 11 27
13793,18 20
23713,0 36
1485,16
24896,
5606,21
3008,12
19941,12 28
25613,11 27
18663,3
21114,0 2 30
1474,2 4
4579,16
12858,20
25888,1 27
19548,
21983,18
23985,19
20395,12
17148,2 14
23268,0
16270,14 30
26219,27
16671,2 3 33
6247,12
10442,1
925,
23672,0
25664,19
16057,0
21752,15
25807,11
23319,
4150,3
12880,2
2534,19
4646,20
19915,
7514,20
23699,0
25165,1
22910,0 2
25439,8
26703,27 40
409,8
12476,
586,27
9960,3
24139,3
21731,28
8721,2
26447,27
537,1
21022,28
8280,2
13913,
22593,0
23655,0
22658,
14117,3 28
7280,1
2174,
26503,27
20119,47
20908,
21410,30
747,26
2596,
8297,27
24126,3
2683,0
25002,19
15247,3
8016,3
14956,8
23685,0 2 12 36
3102,18
19481,27
14515,1 2 12
23860,1
21105,12 27
538,
3002,1 35
512,19
17957,28
19127,19
13111,30
1169,12
22728,1 2
954,1
12127,0
11910,19
13366,19 21
21177,39
14531,
15050,0 27
6402,2 12 27 30
26740,26
24080,0
22356,0
18774,18
20927,0 12
240,2
26169,11 27 40
21003,47
25372,20
25057,
23901,2
24155,2 3 27
25641,20
4230,0 27
22219,
10211,8 10 12 36
249,19
5589,0
23106,0
2703,2
1281,15
20700,2
23547,0 1 36
19075,12
9954,2 28
24664,12
3024,11
18564,28
4309,12
26187,11
5622,0
25279,
10414,
17394,
11679,0
23928,1 2
26493,27
60,28 47
23336,0
16074,2 4
12098,4
18011,14 30
6423,2 4
5187,0 12 27
10203,14
1890,27
24448,1 16
20543,30
22154,0 23 30
25532,12
13755,0
306,12
23849,2
13726,28
26870,30
7546,8
24498,12
1204,12
25330,12
23950,0
16561,0 27 30
23180,
19980,12 27
26733,
6442,11
18383,12
10995,27
24078,16
4480,0
13266,28
6587,12
23239,2
17662,2 30
19639,0 2 3
22402,3
17982,
114,19
23997,27
11539,12
21569,11 14 16
8322,12
4186,12 27
7211,4
1620,2 30
26709,30
20548,0 2 4 5 36
24931,0 12 30
13507,3 12 37
22514,19
21116,28 36
23835,0
25396,19
21969,21
17827,12 28
13057,2
21205,23
15697,0 27
11479,0 36
8383,2
7396,0
26832,
22611,2
25324,20
21345,
4743,2
20598,0 2
2513,47
18394,3
19483,1 28
23594,0 2 4
22421,2 30
487,28
21888,
6348,1 35
1772,2
21645,
22823,1 27
22296,
26203,0 27
16454,18
18423,19
19641,11
25963,0 27
21775,
16447,0 2 4
23982,2 35
44,28
4561,19
13444,0 12 36
23704,0 2
9820,
19339,16
16073,12
21713,12
8222,12 27
22538,2 3 16
631,14
17161,2 3
4875,4
3850,1 27
8792,
16065,12
15000,12 28
25513,12
16520,30
24480,48
8824,0 30
3365,19
5933,0
6960,18
18674,39
21995,
24230,1 14
20506,2 4
3411,
13611,0 1 12
13363,12
26011,11 30
26109,
25946,27
22986,16
22782,2 4 30
23270,0 2
26634,11
15827,
5206,12 28
22204,47
25557,15 27
25174,8 10
18113,18
21143,12
10845,0
23361,21
16015,12 36
12599,18
10368,18
26157,27 40
27003,28
11481,2
6162,20
26148,30
12244,30
18939,43
6546,1 35
23914,2
25317,
21542,27 28
25841,18
5949,12
25221,12
19102,2
22559,19
25758,11
21520,19
6935,26
22089,28
6167,27
21033,0 12
24748,20
26306,11 15
26822,3 37
20965,12 28
26112,12
24184,38
26096,
24754,1 8 10 12 28
22110,19
14195,0
26706,28
23350,21
4323,
21227,18
310,1 12
17843,0 3
21505,19
23402,16
1932,20
15078,18
18440,8
16836,0
21216,18
23020,1
283,0 20
13986,12
26778,
134,8 10
24894,8
403,0 23
26617,2 23
9536,22
927,12
24295,29
4981,16
22109,8 10 28
21268,20
25319,8 12
8509,28
10872,1 2
16402,0 27
448,2 11 12 27
16142,0
16256,2 30
24042,
472,21
26068,18
20414,16
24357,19
25358,12
8309,2
24313,
9634,0
10855,12
1762,19
26032,27
21655,2
18281,12
17546,20
37,23
12130,0
6298,
26310,27
21818,28
23182,0
25140,3 12
26280,36
1877,2 3
7733,0 2 36
17826,2
24349,6
22863,19
8797,12 28
12661,0 12 36
7525,0
623,2
508,11 12
17447,3 27
23273,0 2
23582,0
25730,30
9033,2
9737,3
18503,2 30
15529,2
23540,0 36
23518,0 35
24344,1
6264,
10843,2
13560,2 4
8899,12 36
10755,15 37
23968,5
6378,19
26921,19
25549,
16759,0
13889,12
24816,1 2
26969,
2987,19
8423,2 3 37
16188,12
13877,0
3862,1 36
3726,28 36
14228,1
21027,
4290,0 2
21636,20
22311,0
18807,30
1831,1 2 8
24025,2 3
12495,1
19225,1 2
22516,21
11283,2 30
24329,1
22194,
3780,8 12
12330,0
22014,28
10233,19
23869,2
9789,28
22116,
22318,1 3
21445,21
13207,36
14617,2
6911,2
10794,0
8760,2
25561,0
22876,0 16
22737,27
11385,19
24546,12 27
18887,14 27
25354,12
216,28
8776,2 4
21182,23 28
23423,
203,0
11500,48
22976,0 30
26554,18
18164,12
14943,0
17344,2
15950,2
11525,16
577,0
19657,18
3229,0
22361,1
22343,0 2
5759,28
18026,21
6573,8 12
23252,2
21382,0
9157,12 28
26661,18 20
19477,0
21729,27
18293,18
25460,1 8
14431,2
26365,27
2716,12 28
18082,23
23954,0 2
20996,7
6553,1
10386,12 28
10731,14
15641,0 30
18963,1 30
13276,7
26820,2
26229,27
23996,0 2
22709,2 4
3880,27 28
5070,1 2
2626,0 2
20534,0 2
2106,2
1678,3 37
8696,16 33
2188,28
8088,19
13201,45
21280,36
21274,28 29
21127,28
20990,12 28 29 36
14618,30
21833,2
20968,12 28
25092,26 30
24231,5
231,2
552,1 3 30 42
25407,21
12763,28
7342,8 10
22746,3
15662,28
21722,18
26281,11
26130,27
12089,14
26330,0
7906,2
16626,21
17433,12
21788,18
632,0 28
19410,8 10
8449,1
26074,3 4 15
19144,8
16646,19
11256,35
124,1 8
24123,0
19335,21
20389,2 11
21623,15
22031,27 28
26439,15 27
20587,
1191,
18027,3 36
22768,2
8837,0 30
8396,28
23890,2
7340,1 12 28
23018,0 30
16596,0
20328,1 2
3863,12
14311,0
9452,19
178,2 3
20077,3 30
22925,2
10952,2
15220,2
10612,18
18273,28
1313,0 35
9472,8 28
13856,2 3 30
21715,16
8393,22 23
10838,2 3 36
2060,28 36
24140,3
6023,0 12 36
23044,2
4606,
4056,1
19245,0 2
26317,27
756,3
18185,0
25347,18
21496,19
18872,19
1243,3
25245,1 12
18386,12
11646,12
24570,12
25136,
19059,12
17587,28 30
6643,21
17547,
2559,0
14911,2
16644,0 2
8919,3
26741,
531,0
24869,5
299,23 28 48
2668,3
6429,16 30
19026,19
24578,23 28
24044,0
26048,11 12
22394,28
25829,11
21157,19
22115,28
20814,16
21179,20
10149,11
380,
21097,8 10
18378,5 30
7962,12
1986,19
17937,0 1 8
23521,0 2
6552,0 28
15540,3 28
26937,16
4257,0
5850,30 48
8653,16 30
21884,27
11873,28 36
9581,19
13155,27 28
23691,2
21036,0
25823,2
21293,1 28
6707,2
25222,12 27
10264,19
24721,0 12 28
21190,18
21721,28
21068,2 12 36
2429,
17114,35
21394,15 27
24056,3
25355,12
23720,2
6265,2
6831,
6263,
20694,28
5899,2
8654,0
22184,47
24298,3
24957,12
24440,
8567,0
23335,3
6447,
15197,23 28
22505,2 27
13365,28
24506,28 47
19032,0 27 28
22451,3
736,2 36
20667,28
21554,27
20986,0
20606,0
26768,12 30
20676,28
10218,22 23
22781,2
22959,21
265,5
16167,12 27
26521,11 43
6076,
24296,2
19995,0 27
12777,12 23 28
9152,1 2
1646,14
3215,2 3
7239,0
26153,11 15
3867,12
21038,0
6608,
5689,15
21072,1
16304,0 28
26190,40
26670,12 27
14264,12 27
6794,12
23562,0 2
7535,12
16124,21
341,0 4
10733,2 3
11294,1 2 30
15761,3
24142,2
5305,1
16135,2
23552,2 4
18221,12
15298,15
1083,19 20
24852,10
23798,1 2
24396,
7665,
5371,1 30
23978,0 2 36
20682,28
18165,0
6218,28
14583,30 48
20672,36
21326,28
17365,19
4837,48
1419,19
23543,0
22518,0
14226,0
24677,1 12
24468,20
25589,27
14837,8
6421,11 27
17474,
5503,2 3
18188,16
23310,0
14460,12 27
665,19
5445,12
20893,3 27
464,12
19713,19
2573,18 19
18117,3 12 28
13174,0
7895,0 12 30
25866,42
17425,
11722,21
4378,
22599,2 11
25751,1
4450,2 27
22597,1 12 27
24930,12
2985,0 42
18775,4
4771,12
24634,28 29
21914,3 28
25682,27
22970,30
332,21
16859,12 28 36
20681,28
8880,0 4 5
6250,21
26598,35
1120,18
1746,19
933,1
23279,2
20716,0 12 36
22708,19 20
20551,4
1530,19
14921,3
21719,19
16102,1 36
24796,2 30
24882,8
562,
26388,27
16980,2
21004,10
9525,12 36
2956,12 28
10988,0 12 28 30
16586,16 30
19465,0 2
18265,
9432,12
26209,15 40
22680,2
21685,
25198,12
2743,28 36
24571,10
8565,0 8
15948,15
15186,12
13833,18
18612,2 3
23224,0 2
8927,1
15760,0 30 36
24656,18
15865,0
20856,28 43
24728,19
8135,0
8006,0 12
5146,18
14626,
3683,20
22987,16
9504,0
6645,1 2
7629,19 20
25815,11 27
22800,
26917,19
25393,12 36
11271,12
13193,1 30
20615,1
14422,2
881,0
14736,12
575,12 28
20523,2
23404,2
9355,27
24540,12
10714,2 4
26015,
13301,0 1 27
25593,11
11061,28
2296,20
386,2 4 30
337,3
5964,15 27
4539,0
12425,
14301,16 44
4300,
6979,2 12
23385,0
22091,18
26725,23 28
16787,0 3
17737,12 27
18926,3
27004,
26131,27 30
26786,7
12698,12 23
21764,14
21705,1 28
6303,3
